views,content,area,content_tokens
3,SANG CHELIN GUIDE 31 BALI VLOG with X12) EP.2 ,3,"['sang', 'chelin', 'guid', '31', 'bali', 'vlog', 'with', 'x12', ')', 'ep.2']"
5,cafe vlog ,2,"['cafe', 'vlog']"
4,  ,0,[]
4,TIME TO EAT TRIPLE CHEESE PIZZA ,2,"['time', 'to', 'eat', 'tripl', 'chees', 'pizza']"
4,  ,0,[]
5,HAVING BABIES? ,3,"['have', 'babi', '?']"
4,  ,0,[]
5,  ,0,[]
4,  ,0,[]
4,Barbie ,3,['barbi']
3,HALLOWEEN ,3,['halloween']
4,aanva.g Talk in a strange Scream and run in accent with public public unpurposely/ Talk to a public without stranger in your mouth closing ,3,"['aanva.g', 'talk', 'in', 'a', 'strang', 'scream', 'and', 'run', 'in', 'accent', 'with', 'public', 'public', 'unpurposely/', 'talk', 'to', 'a', 'public', 'without', 'stranger', 'in', 'your', 'mouth', 'close']"
4,  ,0,[]
2,Explore Finland in the Summer Travel Vlog with John tourradar ,4,"['explor', 'finland', 'in', 'the', 'summer', 'travel', 'vlog', 'with', 'john', 'tourradar']"
5,  ,0,[]
4,LIVING WITHOUT PHONE ,3,"['live', 'without', 'phone']"
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
4,JAPAN SE INDIA! ,2,"['japan', 'se', 'india', '!']"
4,  ,0,[]
4,LIVING ON A RIDE ,2,"['live', 'on', 'a', 'ride']"
5,Que Kem Khong Lo ,2,"['que', 'kem', 'khong', 'lo']"
5,WHAT THE?? her ,3,"['what', 'the', '?', '?', 'her']"
4,SL ,1,['sl']
4,1/2 TOKYO ,3,"['1/2', 'tokyo']"
4,LIVING IN POOL 24 HOURS RE ,2,"['live', 'in', 'pool', '24', 'hour', 're']"
5,LE HAU HOC VAN HOC 1977 Vidg ,2,"['le', 'hau', 'hoc', 'van', 'hoc', '1977', 'vidg']"
3,Moving to London study abroad ,2,"['move', 'to', 'london', 'studi', 'abroad']"
3,Se fuchluzen PEPEAGULAR EL Viog 195 ,3,"['se', 'fuchluzen', 'pepeagular', 'el', 'viog', '195']"
5,First Time in ,2,"['first', 'time', 'in']"
3,  ,0,[]
3,a PHOTOSHOOT IN LAS VEGAS ,2,"['a', 'photoshoot', 'in', 'la', 'vega']"
4,JERUSALEM VLOG ,2,"['jerusalem', 'vlog']"
4,24 HOURS IN FOREST ,2,"['24', 'hour', 'in', 'forest']"
4,SPICY BURGER CHALLENGE ,3,"['spici', 'burger', 'challeng']"
4,jaria ,2,['jaria']
2,come #1 Back To SEOUL ,3,"['come', '#', '1', 'back', 'to', 'seoul']"
3,DEURUIM ,3,['deuruim']
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
4,Kem Xoai Khong Lo ,2,"['kem', 'xoai', 'khong', 'lo']"
2,pianote KAITLYN'S 1ST PIANO LESSON (PIANOTE VLOG) ,3,"['pianot', 'kaitlyn', ""'s"", '1st', 'piano', 'lesson', '(', 'pianot', 'vlog', ')']"
5,VLOG HALAMIN DUGUNU ,3,"['vlog', 'halamin', 'dugunu']"
4,HOW KOREAN CELEBRATES DIWALI ,3,"['how', 'korean', 'celebr', 'diwali']"
4,Mi Cay Cap 7 ,2,"['mi', 'cay', 'cap', '7']"
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
4,LIVING IN HAUNTED HOUSE ,3,"['live', 'in', 'haunt', 'hous']"
4,SUSKSKSM AND OOP I USCO GIRLS ,3,"['susksksm', 'and', 'oop', 'i', 'usco', 'girl']"
3,"Sunset Prod, by Lukrembo ",2,"['sunset', 'prod', ',', 'by', 'lukrembo']"
4,1 Million+ VIEWS ,2,"['1', 'million+', 'view']"
3,4K WOLK Cadaques ,3,"['4k', 'wolk', 'cadaqu']"
3,  ,0,[]
3,OSMOACTION ,1,['osmoact']
3,BIRTH VLOG! ,3,"['birth', 'vlog', '!']"
5,MIKE'S BIG BIRTHDAY ,3,"['mike', ""'s"", 'big', 'birthday']"
2,CAMBRIDGE VLOG 51 UNIVERSITYOE CAMBRIDGE ,3,"['cambridg', 'vlog', '51', 'universityo', 'cambridg']"
4,PRANKING MY SISTER FOR 24 HOURS XD ,2,"['prank', 'my', 'sister', 'for', '24', 'hour', 'xd']"
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
2,  ,0,[]
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
4,yes ,3,['ye']
3,NYC & TODAY Show vlog TIME ,2,"['nyc', '&', 'today', 'show', 'vlog', 'time']"
4,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
3,SB19 ULOGS ,1,"['sb19', 'ulog']"
3,  ,0,[]
2,for KING & COUNTRY VLOG EP.24 BURN THE SHIPS: WORLD TOUR WEEK 3 ,3,"['for', 'king', '&', 'countri', 'vlog', 'ep.24', 'burn', 'the', 'ship', ':', 'world', 'tour', 'week', '3']"
4,MONEY CHALLENGE ,3,"['money', 'challeng']"
4,24 HOURS IN CAR ,2,"['24', 'hour', 'in', 'car']"
3,  ,0,[]
4,I FROZE MY WIFE -138 ,3,"['i', 'froze', 'my', 'wife', '-138']"
3,What ,1,['what']
4,  ,0,[]
4,My life IN MOROCCO ,3,"['my', 'life', 'in', 'morocco']"
3,Maldives the summy wish of We PART-1 VLOG ,2,"['maldiv', 'the', 'summi', 'wish', 'of', 'we', 'part-1', 'vlog']"
4,BEHIND THE SCENES EK TOH KUM ZINDAGANI ,3,"['behind', 'the', 'scene', 'ek', 'toh', 'kum', 'zindagani']"
4,Y YES! ,3,"['y', 'ye', '!']"
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
4,KARWA CHAUTH VLOG ,3,"['karwa', 'chauth', 'vlog']"
3,PURVI BLUES EP-66 VLOG 4K ,2,"['purvi', 'blue', 'ep-66', 'vlog', '4k']"
2,POLICE RIDEALONG VLOG Introducing Sergeant Charmaine ,2,"['polic', 'ridealong', 'vlog', 'introduc', 'sergeant', 'charmain']"
2,JAFFNA ,3,['jaffna']
4,  ,0,[]
1,first market friday ,3,"['first', 'market', 'friday']"
3,  ,0,[]
4,Lo que traigo en mi maleta Vlog #36 ,4,"['lo', 'que', 'traigo', 'en', 'mi', 'maleta', 'vlog', '#', '36']"
3,  ,0,[]
3,HARBIYE KONSERI VLOG #7 ,3,"['harbiy', 'konseri', 'vlog', '#', '7']"
4,House tour ,2,"['hous', 'tour']"
4,UP-2 WELCOME TO PAKISTAN ,2,"['up-2', 'welcom', 'to', 'pakistan']"
2,Reseller Vlog Day 4 How Much Money Do I Make On YouTube ,3,"['resel', 'vlog', 'day', '4', 'how', 'much', 'money', 'do', 'i', 'make', 'on', 'youtub']"
4,BILH ,1,['bilh']
5,  ,0,[]
3,BAGGAFE UFC 534 243 EMBEDDED PRESENTED BY 6 ,3,"['baggaf', 'ufc', '534', '243', 'embed', 'present', 'by', '6']"
3,  ,0,[]
3,TUDONOSSO EPIREINASCOUDDAS ETIACLAUMOTORISTA VIOG: CAUSAMOS EM MiAMi ,3,"['tudonosso', 'epireinascoudda', 'etiaclaumotorista', 'viog', ':', 'causamo', 'em', 'miami']"
4,24 HOURS PRANKING MY BROTHER ,3,"['24', 'hour', 'prank', 'my', 'brother']"
4,COLLEGE! DORM SHOPPING VLOG ,3,"['colleg', '!', 'dorm', 'shop', 'vlog']"
2,first day of college ,2,"['first', 'day', 'of', 'colleg']"
4,  ,0,[]
3,EU ME APAIXONER CIDADE POR ESSA ,3,"['eu', 'me', 'apaixon', 'cidad', 'por', 'essa']"
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
4,SURPRISING MY DAD ,2,"['surpris', 'my', 'dad']"
4,YES YES YES ,3,"['ye', 'ye', 'ye']"
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
2,ISLAMABAD ISN'T BORING! C ,2,"['islamabad', 'is', ""n't"", 'bore', '!', 'c']"
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
3,AA3 N H ,3,"['aa3', 'n', 'h']"
3,UNI MOVE-IN VLOG ,3,"['uni', 'move-in', 'vlog']"
4,  ,0,[]
4,benimle birl gun ,2,"['beniml', 'birl', 'gun']"
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
4,EXPLORING PART II ,3,"['explor', 'part', 'ii']"
3,Cannes walk ,3,"['cann', 'walk']"
3,TITIOU Vlog ,2,"['titiou', 'vlog']"
3,  ,0,[]
4,  ,0,[]
4,PRANKING MY LITTLE BROTHER FOR 24 HOURS USA ,3,"['prank', 'my', 'littl', 'brother', 'for', '24', 'hour', 'usa']"
3,COLLEGE MOVE IN VLOG NYU ,3,"['colleg', 'move', 'in', 'vlog', 'nyu']"
2,ving ,1,['ving']
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
2,  ,0,[]
2,MEXICO Coyoacan 4K ,3,"['mexico', 'coyoacan', '4k']"
3,PRIMEIRO DIA DESBRAVANDO SEUL ,3,"['primeiro', 'dia', 'desbravando', 'seul']"
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
4,VLOG Blue's clues &you! ,2,"['vlog', 'blue', ""'s"", 'clue', '&', 'you', '!']"
3,First week. School ,3,"['first', 'week', '.', 'school']"
2,COME PRIMARK WITH US ,2,"['come', 'primark', 'with', 'us']"
4,  ,0,[]
5,PERRITOS V CON MICROSCOPIO ,3,"['perrito', 'v', 'con', 'microscopio']"
2,ower FARMACY ,2,"['ower', 'farmaci']"
3,VLOG ,2,['vlog']
4,HAAAAAAAHAH ,2,['haaaaaaahah']
4,CEBU HOUSE TOUR ,3,"['cebu', 'hous', 'tour']"
4,  ,0,[]
3,omg i moved im such an adult NEW APARTMENT ,3,"['omg', 'i', 'move', 'im', 'such', 'an', 'adult', 'new', 'apart']"
3,BURGAZADA ,2,['burgazada']
3,HULOG #FARMACIASNOSEUA COMPRAS BARATINHAS #ENCONTRODETUDO ,3,"['hulog', '#', 'farmaciasnoseua', 'compra', 'baratinha', '#', 'encontrodetudo']"
3,new home. IKEA to ,2,"['new', 'home', '.', 'ikea', 'to']"
3,water TAURANT BATHERY FORD DATE EXPLORING ,2,"['water', 'taurant', 'batheri', 'ford', 'date', 'explor']"
4,TEAM TITAN VLOGS ,2,"['team', 'titan', 'vlog']"
2,INK IN MAIDIVES ,3,"['ink', 'in', 'maidiv']"
4,SURPRISING ADITI ON HER SET ,2,"['surpris', 'aditi', 'on', 'her', 'set']"
4,Balayi 0 Viog ,2,"['balayi', '0', 'viog']"
2,  ,0,[]
4,TokbokKi Han Quoc ,2,"['tokbokki', 'han', 'quoc']"
4,AN INDIAN IN PAKISTAN ,3,"['an', 'indian', 'in', 'pakistan']"
3,PIERCE 24 UFC24 243 EMBEDDED BY 6 ,3,"['pierc', '24', 'ufc24', '243', 'embed', 'by', '6']"
3,UNZ day in my Life life ,4,"['unz', 'day', 'in', 'my', 'life', 'life']"
1,Lak 1802 ESCALATOR IN THE SKY !? Retro food street Kuchu Teien ,4,"['lak', '1802', 'escal', 'in', 'the', 'ski', '!', '?', 'retro', 'food', 'street', 'kuchu', 'teien']"
4,Troll Me ,2,"['troll', 'me']"
2,World Championship Latin 2019 Moscow ,2,"['world', 'championship', 'latin', '2019', 'moscow']"
2,vlog 2 HOME Odgerel TOUR ,3,"['vlog', '2', 'home', 'odgerel', 'tour']"
3,PANDORA ,1,['pandora']
5,UNFANTASMA LLORA ,3,"['unfantasma', 'llora']"
1,2A:MY TUESDAYS URBAN PLANNING STUDENT ,3,"['2a', ':', 'my', 'tuesday', 'urban', 'plan', 'student']"
3,MEINE ERSTE univeche & ,3,"['mein', 'erst', 'univech', '&']"
3,UFC24 243 EMBEDDED 6 ,2,"['ufc24', '243', 'embed', '6']"
4,NADINE LUSTRE PANTY PRANK NADINE VLOG TAKEOVER ,3,"['nadin', 'lustr', 'panti', 'prank', 'nadin', 'vlog', 'takeov']"
4,  ,0,[]
4,  ,0,[]
2,impostor ethnicity Q&A Med school Dattend? ,3,"['impostor', 'ethnic', 'q', '&', 'a', 'med', 'school', 'dattend', '?']"
3,  ,0,[]
3,-- Vlog ,1,"['--', 'vlog']"
2,korean thanksgiving! vlog OT vlog ,3,"['korean', 'thanksgiv', '!', 'vlog', 'ot', 'vlog']"
2,2A: MY URBAN PLANNING MONDAYS ...II...MONDAYS ,3,"['2a', ':', 'my', 'urban', 'plan', 'monday', '...', 'ii', '...', 'monday']"
3,PURVI BLUES EP-60 ,2,"['purvi', 'blue', 'ep-60']"
2,Autumn Diary vlog ,2,"['autumn', 'diari', 'vlog']"
4,  ,0,[]
3,cycling around the world Across Africa Senegal Nomads /rails ,4,"['cycl', 'around', 'the', 'world', 'across', 'africa', 'seneg', 'nomad', '/rail']"
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
2,TRAILER ,1,['trailer']
0,MEXICO TRAVELOG #20 ,2,"['mexico', 'travelog', '#', '20']"
0,ST ,1,['st']
2,EXTRANO A MIS HIJAS ,3,"['extrano', 'a', 'mi', 'hija']"
2,  ,0,[]
1,Living Room & Formalupining R Tour ,3,"['live', 'room', '&', 'formalupin', 'r', 'tour']"
3,"Cloud Prod, by Lukrembo ",2,"['cloud', 'prod', ',', 'by', 'lukrembo']"
3,PURVI BLUES EP-67 4K ULTRA HD ,2,"['purvi', 'blue', 'ep-67', '4k', 'ultra', 'hd']"
3,JAPAN VLOG osaka Nara kyoto ,2,"['japan', 'vlog', 'osaka', 'nara', 'kyoto']"
3,UPDATES! NEW HOUSE ,3,"['updat', '!', 'new', 'hous']"
4,"OH NO, COUPLES COSTUMES ",3,"['oh', 'no', ',', 'coupl', 'costum']"
2,  ,0,[]
3,LONDRA GA ,3,"['londra', 'ga']"
3,ERSTER irsti Tag Tute mensa ,4,"['erster', 'irsti', 'tag', 'tute', 'mensa']"
2,Koreans visit Indian Bazaar & Mall Vlog ,3,"['korean', 'visit', 'indian', 'bazaar', '&', 'mall', 'vlog']"
4,  ,0,[]
4,BEA & ANGELICA lie detector game ,3,"['bea', '&', 'angelica', 'lie', 'detector', 'game']"
2,  ,0,[]
2,REALISTIC VLOG WEEK ,3,"['realist', 'vlog', 'week']"
3,  ,0,[]
2,@nela akeke ,1,"['@', 'nela', 'akek']"
4,KETEMU SUPERCAR BLONDIE ,3,"['ketemu', 'supercar', 'blondi']"
3,"TRIEN LAM HANG KHONG SEOUL yeu, bay may DUNG SAT MAY BAY SLEU TO KHONG CO VLOG 234 ",3,"['trien', 'lam', 'hang', 'khong', 'seoul', 'yeu', ',', 'bay', 'may', 'dung', 'sat', 'may', 'bay', 'sleu', 'to', 'khong', 'co', 'vlog', '234']"
0,  ,0,[]
4,WEDDING VIOG ,2,"['wed', 'viog']"
4,  ,0,[]
3,to ulfolle RO RN KO ,2,"['to', 'ulfol', 'ro', 'rn', 'ko']"
0,  ,0,[]
2,  ,0,[]
3,HEMDE ,2,['hemd']
4,I ,2,['i']
0,"Seattle, Washington ",4,"['seattl', ',', 'washington']"
1,2A: Wednesdays ,2,"['2a', ':', 'wednesday']"
1,SECRETO... NOOD! ,2,"['secreto', '...', 'nood', '!']"
2,COCEA! ,3,"['cocea', '!']"
0,BACK IN THE 3TAH GYM Rock El CAFE GIFL TIME WITH FRIENDS ,3,"['back', 'in', 'the', '3tah', 'gym', 'rock', 'el', 'cafe', 'gifl', 'time', 'with', 'friend']"
2,Vlog Free music ,3,"['vlog', 'free', 'music']"
0,2A: THURSDAYS ,2,"['2a', ':', 'thursday']"
5,GUINNESS WORLD BE ,2,"['guin', 'world', 'be']"
2,THE JUICY VLOG ,2,"['the', 'juici', 'vlog']"
3,VLOG #12 DIY MALAZINI3 ,2,"['vlog', '#', '12', 'diy', 'malazini3']"
0,the ,1,['the']
0,  ,0,[]
1,Senshont Temple Tokyo Tour Part II Subscribe ,3,"['senshont', 'templ', 'tokyo', 'tour', 'part', 'ii', 'subscrib']"
3,VILLA TOSCANIA KUCHENNE REWOLUCJE ,3,"['villa', 'toscania', 'kuchenn', 'rewolucj']"
1,Sahil Khan In UDAIPUR ,3,"['sahil', 'khan', 'in', 'udaipur']"
0,Preparing for THE big DAY ,2,"['prepar', 'for', 'the', 'big', 'day']"
0,Hard! ,1,"['hard', '!']"
0,makulit Xa ,3,"['makulit', 'xa']"
0,pool vlog pt.2 2 ,2,"['pool', 'vlog', 'pt.2', '2']"
1,  ,0,[]
4,  ,0,[]
4,out ,1,['out']
0,Hellow! 2019 VideoShow ,3,"['hellow', '!', '2019', 'videoshow']"
3,FOZ DO IGUACU ,3,"['foz', 'do', 'iguacu']"
0,O LILDONJAI a E.HEAT ,2,"['o', 'lildonjai', 'a', 'e.heat']"
4,NONDON PARK ,3,"['nondon', 'park']"
3,  ,0,[]
0,CMU VLOG #6 WENT TO THE STUDIO ,3,"['cmu', 'vlog', '#', '6', 'went', 'to', 'the', 'studio']"
4,I-PHONE 11 EXPOSED ,3,"['i-phon', '11', 'expos']"
1,GOMA MISS ROMANIA 2019 piera ,3,"['goma', 'miss', 'romania', '2019', 'piera']"
2,INTERNATIONAL TRADE FAIR 2019 ,2,"['intern', 'trade', 'fair', '2019']"
0,GIRLS DAY ,2,"['girl', 'day']"
4,Pulang Kampung Sesaat ,3,"['pulang', 'kampung', 'sesaat']"
2,  ,0,[]
0,my little ones Thumbral Maker ,3,"['my', 'littl', 'one', 'thumbral', 'maker']"
0,my little ones Thumbral Maker ,2,"['my', 'littl', 'one', 'thumbral', 'maker']"
0,  ,0,[]
1,C C K S T R M Twosome Vlog ,3,"['c', 'c', 'k', 's', 't', 'r', 'm', 'twosom', 'vlog']"
0,TM Vloy #2 ,2,"['tm', 'vloy', '#', '2']"
5,YA COMEMOS SOLOS ,3,"['ya', 'comemo', 'solo']"
2,Happy NewCatToy Cat ,3,"['happi', 'newcattoy', 'cat']"
0,COLLEGE WEEK IN MY LIFE ,3,"['colleg', 'week', 'in', 'my', 'life']"
2,VLOG #04 ,2,"['vlog', '#', '04']"
4,zdOM UNCUT Only VIEWS GAURAV & NIKHIL ,3,"['zdom', 'uncut', 'onli', 'view', 'gaurav', '&', 'nikhil']"
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
0,Nude Lipsticks Exploration ,3,"['nude', 'lipstick', 'explor']"
0,  ,0,[]
2,UNI VLOG ,2,"['uni', 'vlog']"
0,purple. D ,2,"['purpl', '.', 'd']"
0,AVAIA INAPA ,3,"['avaia', 'inapa']"
5,BAUTIZO ,3,['bautizo']
0,  ,0,[]
0,DESI BIRTHDAY PARTY VLOG ,2,"['desi', 'birthday', 'parti', 'vlog']"
1,VLOG #1 Vape COHNPXORY 3aryyc ONE ,3,"['vlog', '#', '1', 'vape', 'cohnpxori', '3aryyc', 'one']"
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
2,DIT VERWACHT JE NIET ,2,"['dit', 'verwacht', 'je', 'niet']"
2,T= ,1,['t=']
0,Vlog Parkour ,3,"['vlog', 'parkour']"
0,  ,0,[]
5,CAFE ,2,['cafe']
0,NUM PLATNUM COPS: DESI BIRTHDAY PARTY ,2,"['num', 'platnum', 'cop', ':', 'desi', 'birthday', 'parti']"
5,VS LESS ,3,"['vs', 'less']"
2,  ,0,[]
0,HAPPY ,3,['happi']
2,  ,0,[]
0,Northern samar Vlog ,3,"['northern', 'samar', 'vlog']"
1,OGRENCI EVI TURU. ,3,"['ogrenc', 'evi', 'turu', '.']"
5,24HRS ,3,['24hr']
1,THREE DAYS in PARIS (MY PERSONAL EXPERIENCE) ,3,"['three', 'day', 'in', 'pari', '(', 'my', 'person', 'experi', ')']"
0,  ,0,[]
0,SHARE BREAKING ,3,"['share', 'break']"
4,  ,0,[]
1,  ,0,[]
0,#VarnoVamoChape A Viagem do ano! ACF ,2,"['#', 'varnovamochap', 'a', 'viagem', 'do', 'ano', '!', 'acf']"
5,HOTEL ESPACIAL ,3,"['hotel', 'espaci']"
0,Bargi Dam ,3,"['bargi', 'dam']"
1,NEVER JOB & NEUE WOHNUNG ,3,"['never', 'job', '&', 'neue', 'wohnung']"
2,  ,0,[]
5,1000X OBSERVANDO CON UN MICROSCOPIO ,3,"['1000x', 'observando', 'con', 'un', 'microscopio']"
1,WOW Journey to Swami Narayan Mandir BEST YOU Tube ,3,"['wow', 'journey', 'to', 'swami', 'narayan', 'mandir', 'best', 'you', 'tube']"
5,220 DE 0 0 ,3,"['220', 'de', '0', '0']"
2,  ,0,[]
1,Tokyo Woriking $ Holiday Vlog free atre 1 ,3,"['tokyo', 'worik', '$', 'holiday', 'vlog', 'free', 'atr', '1']"
4,WORD MYEONGDONG! STREET FOOD!! BIKININGILER!!! ,3,"['word', 'myeongdong', '!', 'street', 'food', '!', '!', 'bikiningil', '!', '!', '!']"
2,B TON4KB ,3,"['b', 'ton4kb']"
0,  ,0,[]
1,Tokyo Eating Holiday ,3,"['tokyo', 'eat', 'holiday']"
5,BANOS TERMALES SIN ,3,"['bano', 'termal', 'sin']"
4,ALDEA NARNTO ,3,"['aldea', 'narnto']"
2,  ,0,[]
1,CHEAPEST SECOND HAND CARS KHARAR GEORGE ,3,"['cheapest', 'second', 'hand', 'car', 'kharar', 'georg']"
5,Conoce JAPON ,3,"['conoc', 'japon']"
2,  ,0,[]
5,CON AMIGOS POR EUROPA ,3,"['con', 'amigo', 'por', 'europa']"
1,VLOG ,2,['vlog']
0,  ,0,[]
0,"Tokyo Ep4, ",2,"['tokyo', 'ep4', ',']"
5,CON AMIGOS POR EUROPA ,3,"['con', 'amigo', 'por', 'europa']"
1,VLOG ,2,['vlog']
0,  ,0,[]
0,"Tokyo Ep4, ",2,"['tokyo', 'ep4', ',']"
0,VLOG BUYNEW ARRIVE CAR!! SAFEST CAR FOR STUDENTS ,3,"['vlog', 'buynew', 'arriv', 'car', '!', '!', 'safest', 'car', 'for', 'student']"
3,  ,0,[]
5,HALLOWEEN ,3,['halloween']
0,  ,0,[]
0,JAKARTAI ICINEMATIC TRAVEL VLOG ,3,"['jakartai', 'icinemat', 'travel', 'vlog']"
5,SE COMOCEN ASHLEY Oh RAFA la ia! ,4,"['se', 'comocen', 'ashley', 'oh', 'rafa', 'la', 'ia', '!']"
4,Mi Nueva CASA ,3,"['mi', 'nueva', 'casa']"
4,HOMBRE NOS ,2,"['hombr', 'no']"
2,- 010171 ,2,"['-', '010171']"
1,purple. My halloween : ,2,"['purpl', '.', 'my', 'halloween', ':']"
5,K n P REALSFAKE VS ,3,"['k', 'n', 'p', 'realsfak', 'vs']"
0,  ,0,[]
5,FIESTA ,3,['fiesta']
0,  ,0,[]
0,  ,0,[]
0,RAVLOG KARANGANYAR ,3,"['ravlog', 'karanganyar']"
4,COMPRAMOS 13 P Pictionary UND ,2,"['compramo', '13', 'p', 'pictionari', 'und']"
1,MINHA IDA AO RIO DE JANEIRO ,3,"['minha', 'ida', 'ao', 'rio', 'de', 'janeiro']"
0,  ,0,[]
3,  ,0,[]
0,  ,0,[]
0,  ,0,[]
2,7 ,1,['7']
0,  ,0,[]
0,VLOG WILFREDO GONZALEZ CALDER ,2,"['vlog', 'wilfredo', 'gonzalez', 'calder']"
0,Marco ,2,['marco']
0,  ,0,[]
1,Frog Dissection SPG ,2,"['frog', 'dissect', 'spg']"
0,11 ,1,['11']
0,  ,0,[]
0,  ,0,[]
1,NUM KALA ,2,"['num', 'kala']"
2,VLOGS ,2,['vlog']
3,  ,0,[]
0,Vlog6 ,2,['vlog6']
0,LOG CHAUTH KARWA ,2,"['log', 'chauth', 'karwa']"
0,  ,0,[]
0,VLOG VO ,3,"['vlog', 'vo']"
0,bayabing ,2,['bayab']
0,SCHOOL VLOG#2 GLOBAL RECIPROCAL COLLEGES ,3,"['school', 'vlog', '#', '2', 'global', 'reciproc', 'colleg']"
4,MOROCCO TRAVEL VIOG! ,2,"['morocco', 'travel', 'viog', '!']"
0,  ,0,[]
0,  ,0,[]
2,  ,0,[]
0,bayabing ,2,['bayab']
0,SCHOOL VLOG#2 GLOBAL RECIPROCAL COLLEGES ,3,"['school', 'vlog', '#', '2', 'global', 'reciproc', 'colleg']"
4,MOROCCO TRAVEL VIOG! ,2,"['morocco', 'travel', 'viog', '!']"
0,  ,0,[]
0,  ,0,[]
4,  ,0,[]
5,  ,0,[]
3,EDIT FAST ,2,"['edit', 'fast']"
3,SHOULD YOU VLOG? ,3,"['should', 'you', 'vlog', '?']"
3,ROADTRIP TO VEGAS essentials pillow phone snanks chapstick laptop ,3,"['roadtrip', 'to', 'vega', 'essenti', 'pillow', 'phone', 'snank', 'chapstick', 'laptop']"
3,airports! SOUTHWEST trying In-N-Out Warner Bros. tour my first day in LA ft. my REALLY bad luck ,4,"['airport', '!', 'southwest', 'tri', 'in-n-out', 'warner', 'bros.', 'tour', 'my', 'first', 'day', 'in', 'la', 'ft.', 'my', 'realli', 'bad', 'luck']"
3,UNIVERSAL STUDIOS FLORIDA ,3,"['univers', 'studio', 'florida']"
3,saka & Kyote ,3,"['saka', '&', 'kyot']"
3,welcome to my HAWAII life ,3,"['welcom', 'to', 'my', 'hawaii', 'life']"
3,AMALFI ,3,['amalfi']
4,a BIRTH VLOG! UPA ,3,"['a', 'birth', 'vlog', '!', 'upa']"
4,EMOTIONAL LIVE BIRTH ,3,"['emot', 'live', 'birth']"
3,HAWAII VLOG ,2,"['hawaii', 'vlog']"
4,Lt 2 VLOG ,2,"['lt', '2', 'vlog']"
3,3 DISNEY WORLD ORLANDO ,3,"['3', 'disney', 'world', 'orlando']"
4,RS ,1,['rs']
3,spinited away ,3,"['spinit', 'away']"
2,HOW TO VLOG WITH A GoPro ,3,"['how', 'to', 'vlog', 'with', 'a', 'gopro']"
3,back school to GLOW UP crusty :( READY hair crusty nails fresh the nails Unprepared out of time organized shape new hair unorganized from this to THIS ,4,"['back', 'school', 'to', 'glow', 'up', 'crusti', ':', '(', 'readi', 'hair', 'crusti', 'nail', 'fresh', 'the', 'nail', 'unprepar', 'out', 'of', 'time', 'organ', 'shape', 'new', 'hair', 'unorgan', 'from', 'thi', 'to', 'thi']"
4,  ,0,[]
3,RODE ,1,['rode']
3,BALI VLOG ,2,"['bali', 'vlog']"
3,PETR 09:00 ,2,"['petr', '09:00']"
5,LEXI'S 13th BIRTHDAY ,3,"['lexi', ""'s"", '13th', 'birthday']"
4,School supplies in JAPAN! ,3,"['school', 'suppli', 'in', 'japan', '!']"
2,DIRECTION ,2,['direct']
4,EID VLOG ARISHFA KHAN YouTube ,2,"['eid', 'vlog', 'arishfa', 'khan', 'youtub']"
5,  ,0,[]
4,SEASON STUDY WITH ME EXAM ,2,"['season', 'studi', 'with', 'me', 'exam']"
4,SCARY CHALLENGE BHANGARH FORT ,3,"['scari', 'challeng', 'bhangarh', 'fort']"
5,FARM ESCAPE ,2,"['farm', 'escap']"
4,Janmashtami Vlog ,2,"['janmashtami', 'vlog']"
4,VidCon ,2,['vidcon']
5,CLOSET Expectation US a Reality ,2,"['closet', 'expect', 'us', 'a', 'realiti']"
4,  ,0,[]
3,FIRST DAY IN BELGRADE SERBIA ,3,"['first', 'day', 'in', 'belgrad', 'serbia']"
3,YOUNG ,1,['young']
3,PAKISTAN ,2,['pakistan']
4,R B Y S in Advance for Eid Cooking ,3,"['r', 'b', 'y', 's', 'in', 'advanc', 'for', 'eid', 'cook']"
2,one week to turn me into an ICS volunteer ,2,"['one', 'week', 'to', 'turn', 'me', 'into', 'an', 'ic', 'volunt']"
3,Welcome to Calgary! ,3,"['welcom', 'to', 'calgari', '!']"
3,DAY 1 DI KOREA BELANJA DI HONGDAE ,2,"['day', '1', 'di', 'korea', 'belanja', 'di', 'hongda']"
