views,content,area,content_tokens
4,May Nagtampo PASALUBONG from Thailand ni Papang Strolls! ,3,"['may', 'nagtampo', 'pasalubong', 'from', 'thailand', 'ni', 'papang', 'stroll', '!']"
3,W ,1,['w']
4,JYP OFFICIAL ,2,"['jyp', 'offici']"
4,"14,000, 000 Subscribers! ",3,"['14,000', ',', '000', 'subscrib', '!']"
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
3,  ,0,[]
3,out Recommended with late day me a IK ,3,"['out', 'recommend', 'with', 'late', 'day', 'me', 'a', 'ik']"
4,VLOG NHUNG CAU CHUYEN DAU NAM MOI ,3,"['vlog', 'nhung', 'cau', 'chuyen', 'dau', 'nam', 'moi']"
4,HARAKE FAMILY VLOG MAAGANG BIRTHDAY GIFT <3 ,4,"['harak', 'famili', 'vlog', 'maagang', 'birthday', 'gift', '<', '3']"
4,VLOG #2 C nickelodeon ,2,"['vlog', '#', '2', 'c', 'nickelodeon']"
4,MY APARTMENT'S... OF NEW AND OLD TOURS ,2,"['my', 'apart', ""'s"", '...', 'of', 'new', 'and', 'old', 'tour']"
3,REJECTED! ,3,"['reject', '!']"
4,WHO KNOWS ME BETTER? CHALLENGE! MAY ,3,"['who', 'know', 'me', 'better', '?', 'challeng', '!', 'may']"
3,STUDYING ,2,['studi']
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
3,San Francisco ,3,"['san', 'francisco']"
4,? ? ,2,"['?', '?']"
4,"Siri"" Sorular ",2,"['siri', ""''"", 'sorular']"
3,  ,0,[]
4,VLOG#7 ,2,"['vlog', '#', '7']"
4,NASI ,2,['nasi']
3,Maldive #1 ,2,"['maldiv', '#', '1']"
3,  ,0,[]
4,UCAK VLOG ILK KEZ BINDIM ,3,"['ucak', 'vlog', 'ilk', 'kez', 'bindim']"
4,  ,0,[]
2,  ,0,[]
4,HONYWOOD T R ,3,"['honywood', 't', 'r']"
3,vlog #3 ,3,"['vlog', '#', '3']"
4,CREATEST ,2,['createst']
3,  ,0,[]
2,00:00-27 ,1,['00:00-27']
3,NYG!!! vlog ,2,"['nyg', '!', '!', '!', 'vlog']"
4,in REAL LIFE UNO H.M ,3,"['in', 'real', 'life', 'uno', 'h.m']"
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
4,VLOG #8 8#901 ,2,"['vlog', '#', '8', '8', '#', '901']"
2,  ,0,[]
1,Getting To Know Amber ,3,"['get', 'to', 'know', 'amber']"
4,YENi EVE TASINDIM! EV & ALISVERIS VLOG ,3,"['yeni', 'eve', 'tasindim', '!', 'ev', '&', 'alisveri', 'vlog']"
3,how $ much? ,3,"['how', '$', 'much', '?']"
4,Entre caballos Ite veas PEPE AGUILAR EL Viog 205 ,3,"['entr', 'caballo', 'ite', 'vea', 'pepe', 'aguilar', 'el', 'viog', '205']"
3,HOLLANDA VLOG ,2,"['hollanda', 'vlog']"
4,  ,0,[]
3,"SABATON VLOG The Great Tour 2020 Episode 3 -Warsaw. Berlin. Milan Prague, ",3,"['sabaton', 'vlog', 'the', 'great', 'tour', '2020', 'episod', '3', '-warsaw', '.', 'berlin', '.', 'milan', 'pragu', ',']"
2,MEXICO 4K at night! WALK ,3,"['mexico', '4k', 'at', 'night', '!', 'walk']"
4,Banh San ,2,"['banh', 'san']"
4,NO TO SISTER 24 HOURS ,2,"['no', 'to', 'sister', '24', 'hour']"
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
4,A DAY IN THE LIFE AT AN AMERICAN PUBLIC SCHOOL ,3,"['a', 'day', 'in', 'the', 'life', 'at', 'an', 'american', 'public', 'school']"
4,  ,0,[]
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
3,STAFF Vlog ,4,"['staff', 'vlog']"
3,  ,0,[]
4,VIOG #3 ROS nickelodeon C A ,2,"['viog', '#', '3', 'ro', 'nickelodeon', 'c', 'a']"
3,2019 VANOCE ,2,"['2019', 'vanoc']"
3,INFRACTION COPYRIGHT FREE 01:21 ,2,"['infract', 'copyright', 'free', '01:21']"
3,GAZIANTEP VLOG ,2,"['gaziantep', 'vlog']"
4,Barbie ,3,['barbi']
4,  ,0,[]
4,SACLARIMI KESTIRDIM!!! ,3,"['saclarimi', 'kestirdim', '!', '!', '!']"
4,JYP OFFICIAL ,2,"['jyp', 'offici']"
4,Barbie ,3,['barbi']
2,Vlog: Going To interviews Media ,3,"['vlog', ':', 'go', 'to', 'interview', 'media']"
4,CEKLER 5 GIZLICEKIM ,4,"['cekler', '5', 'gizlicekim']"
3,#TRABALHO #CORBERIA VIOG: 24 COMIGO #FAMILIA HORAS ,3,"['#', 'trabalho', '#', 'corberia', 'viog', ':', '24', 'comigo', '#', 'familia', 'hora']"
3,VS ,2,['vs']
3,  ,0,[]
4,  ,0,[]
3,VLOG ,3,['vlog']
2,NOR ,1,['nor']
2,Week In My life ,3,"['week', 'in', 'my', 'life']"
4,Tha 6000 Qua ,2,"['tha', '6000', 'qua']"
4,achwafke 1T I VLOG ,4,"['achwafk', '1t', 'i', 'vlog']"
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
4,BEACH HOUSED OUR ,2,"['beach', 'hous', 'our']"
2,LK ,2,['lk']
4,VLOG #4 nickelodeon ,2,"['vlog', '#', '4', 'nickelodeon']"
4,VLOG $ #1 Wer muss zahlen 2 ,4,"['vlog', '$', '#', '1', 'wer', 'muss', 'zahlen', '2']"
3,  ,0,[]
3,Viog VIEW VARANAS INSIDE ,3,"['viog', 'view', 'varana', 'insid']"
2,C ,1,['c']
4,ISTAKOZ KADIN ,3,"['istakoz', 'kadin']"
4,VLOG 70 MALAYSIA ,3,"['vlog', '70', 'malaysia']"
4,Banh Donut ,2,"['banh', 'donut']"
2,POKER VLOG EPISODE 16 $5/$5 CASH GAME ALL-IN or TE CALL? Wes Cutshall ,3,"['poker', 'vlog', 'episod', '16', '$', '5/', '$', '5', 'cash', 'game', 'all-in', 'or', 'te', 'call', '?', 'we', 'cutshal']"
3,OLDA CONTROL 747-1 PARK 3019 MO-10 AWARD 2019 SAM CHUI THE ,3,"['olda', 'control', '747-1', 'park', '3019', 'mo-10', 'award', '2019', 'sam', 'chui', 'the']"
3,"HAY NAKU, ANAK! ",2,"['hay', 'naku', ',', 'anak', '!']"
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
4,tui la Phoc map JeP trai NUA HA B Vie NETWORK ,3,"['tui', 'la', 'phoc', 'map', 'jep', 'trai', 'nua', 'ha', 'b', 'vie', 'network']"
3,H PARIS VLOG ,3,"['h', 'pari', 'vlog']"
3,  ,0,[]
3,  ,0,[]
4,SCARING FOR 24 HOURS ,2,"['scare', 'for', '24', 'hour']"
2,YERI'S VLOG IN SUNDANGE FILM FESTIVAL ,2,"['yeri', ""'s"", 'vlog', 'in', 'sundang', 'film', 'festiv']"
3,NETFLIX LOVE IS BLIND PRESS VLOG ,2,"['netflix', 'love', 'is', 'blind', 'press', 'vlog']"
3,  ,0,[]
3,"Pr VIDEO ACADEMY 2020 ""EDM YOUR VLOG WITH ADOBE PREMIERE 2020"" 50 MINUTES FULL ADOBE PREMIERE PRO FROM ZERO TO HERO ",3,"['pr', 'video', 'academi', '2020', '``', 'edm', 'your', 'vlog', 'with', 'adob', 'premier', '2020', ""''"", '50', 'minut', 'full', 'adob', 'premier', 'pro', 'from', 'zero', 'to', 'hero']"
1,vlog TRYING to have a balanced life ,3,"['vlog', 'tri', 'to', 'have', 'a', 'balanc', 'life']"
2,""" ",1,['``']
2,DUNN'S RIVER FALLS ,2,"['dunn', ""'s"", 'river', 'fall']"
4,24H LIVING IN VILLAGE ,3,"['24h', 'live', 'in', 'villag']"
2,Sunday VLog ,2,"['sunday', 'vlog']"
5,Tra Lai Ba ,2,"['tra', 'lai', 'ba']"
2,CHRISTMAS in Palmerston North! ,2,"['christma', 'in', 'palmerston', 'north', '!']"
4,JERICOACOARA ,2,['jericoacoara']
2,bangkok part two ,2,"['bangkok', 'part', 'two']"
0,Feminine Front Door Decor THE SOUTHERN FEMINING WIFE ,3,"['feminin', 'front', 'door', 'decor', 'the', 'southern', 'femin', 'wife']"
5,JAM ST FE 5 ,2,"['jam', 'st', 'fe', '5']"
0,COOKING W/ CHEF STEF... WALMART STEAK AND POTATOES Walmart Save money. Live better. TER Value ,4,"['cook', 'w/', 'chef', 'stef', '...', 'walmart', 'steak', 'and', 'potato', 'walmart', 'save', 'money', '.', 'live', 'better', '.', 'ter', 'valu']"
2,KCM 278L ,2,"['kcm', '278l']"
4,TAO ,2,['tao']
2,  ,0,[]
4,REAKSI TABI & MOOCHY KETEMU SPIKE ,3,"['reaksi', 'tabi', '&', 'moochi', 'ketemu', 'spike']"
2,ALEKS UBER SEINEN KAMPF PRS ,4,"['alek', 'uber', 'seinen', 'kampf', 'pr']"
4,50 Lit ,2,"['50', 'lit']"
4,  ,0,[]
2,Weekend Vlog! Organization Eating out I I Home & Life ,3,"['weekend', 'vlog', '!', 'organ', 'eat', 'out', 'i', 'i', 'home', '&', 'life']"
4,MEMORY ,1,['memori']
2,"PREGNANT, MRV AGAIN? 2007 Sa ",4,"['pregnant', ',', 'mrv', 'again', '?', '2007', 'sa']"
4,  ,0,[]
2,PRODUCTIVE BUSY & DAY IN MY LIFE ,3,"['product', 'busi', '&', 'day', 'in', 'my', 'life']"
3,WHAT I EAT IN A WEEK ,2,"['what', 'i', 'eat', 'in', 'a', 'week']"
3,THIS Pontificia Universidad JAVERIANA VLOG UNIVERSIDAD ,3,"['thi', 'pontificia', 'universidad', 'javeriana', 'vlog', 'universidad']"
4,MOD BACKSTAGE VLOG #9 ,2,"['mod', 'backstag', 'vlog', '#', '9']"
1,"(OH,NO!) YOU DID WHAT? LKV ",3,"['(', 'oh', ',', 'no', '!', ')', 'you', 'did', 'what', '?', 'lkv']"
0,AIRBNB TOUR SPARKLING WINE REVIEW: ,2,"['airbnb', 'tour', 'sparkl', 'wine', 'review', ':']"
2,SK Tinai all wf An A CITY ON LOCKDOWN ,4,"['sk', 'tinai', 'all', 'wf', 'an', 'a', 'citi', 'on', 'lockdown']"
1,HSRd ASIANA AIRLINES LAX-ICN-MNL GAP ,3,"['hsrd', 'asiana', 'airlin', 'lax-icn-mnl', 'gap']"
3,Vlog ,1,['vlog']
0,FGGS: ,2,"['fgg', ':']"
2,PREGNANCY TEST RESULT ,3,"['pregnanc', 'test', 'result']"
2,"45K+ TRUTH REVEALED ""Convince me or Accept a dare"" ",3,"['45k+', 'truth', 'reveal', '``', 'convinc', 'me', 'or', 'accept', 'a', 'dare', ""''""]"
5,GROCERY RAFFY WITH IDOL ,3,"['groceri', 'raffi', 'with', 'idol']"
0,  ,0,[]
0,"MEYCAUAYAN, BULACAN PHILIPPINES ",2,"['meycauayan', ',', 'bulacan', 'philippin']"
4,"Jack YES WIFE"" Sehart SEGITU DOANG BELANJANYA?? ",4,"['jack', 'ye', 'wife', ""''"", 'sehart', 'segitu', 'doang', 'belanjanya', '?', '?']"
0,ROSY'S VLOG ,2,"['rosi', ""'s"", 'vlog']"
4,BANYOMU SPA YAPTIM ,2,"['banyomu', 'spa', 'yaptim']"
3,SAFARI V ,2,"['safari', 'v']"
2,s ,1,['s']
3,SUNT ROMANTIC ,2,"['sunt', 'romant']"
0,NANDI HILLS CINEMATIC VLOG ,3,"['nandi', 'hill', 'cinemat', 'vlog']"
0,KINEMASTER ,2,['kinemast']
2,Quin ,1,['quin']
0,  ,0,[]
0,NE MASTER ,1,"['ne', 'master']"
4,Cake Challenge ,3,"['cake', 'challeng']"
3,KEY WEST theplonetD ,3,"['key', 'west', 'theplonetd']"
0,  ,0,[]
0,  ,0,[]
5,MY HOUSE TOUR IN BAHRAIN ,2,"['my', 'hous', 'tour', 'in', 'bahrain']"
2,  ,0,[]
0,  ,0,[]
0,23rd Birthday Vlog ,2,"['23rd', 'birthday', 'vlog']"
4,N NOVIOS CASADOS ,3,"['n', 'novio', 'casado']"
0,VideoShow ,1,['videoshow']
0,#vlog8 3-5 Aqua Mage ,3,"['#', 'vlog8', '3-5', 'aqua', 'mage']"
2,Line App YOU Tossaphol Chin EP 16 ,2,"['line', 'app', 'you', 'tossaphol', 'chin', 'ep', '16']"
2,#04 Cooking vlog 6 08 ,3,"['#', '04', 'cook', 'vlog', '6', '08']"
3,  ,0,[]
0,Best place Happy ,3,"['best', 'place', 'happi']"
1,Before KATIE VLOG #3 After ,2,"['befor', 'kati', 'vlog', '#', '3', 'after']"
0,"LANTERN PAMPANGA, PH IPPINES ",2,"['lantern', 'pampanga', ',', 'ph', 'ippin']"
4,  ,0,[]
3,ISLA MUNERES Tour our Lancha Vip Ft CHAVOS VLOGS ,4,"['isla', 'muner', 'tour', 'our', 'lancha', 'vip', 'ft', 'chavo', 'vlog']"
0,Welcome To Prasuna Passion World ,2,"['welcom', 'to', 'prasuna', 'passion', 'world']"
2,  ,0,[]
0,  ,0,[]
4,Aria ME OPERARON! ,3,"['aria', 'me', 'operaron', '!']"
3,MIS HIJAS NO ME RECONOCENY ,2,"['mi', 'hija', 'no', 'me', 'reconoceni']"
3,  ,0,[]
0,VIOG! SNOWDONIA NATIONAL PARK ,3,"['viog', '!', 'snowdonia', 'nation', 'park']"
1,Tale of Taminadu TRUE NATURE OF TAMIL PEOPLES ,3,"['tale', 'of', 'taminadu', 'true', 'natur', 'of', 'tamil', 'peopl']"
0,Portland ,2,['portland']
0,  ,0,[]
5,CUMPLEANOS. VIAJE ,3,"['cumpleano', '.', 'viaj']"
3,SORPRESA A MI MAMA ,3,"['sorpresa', 'a', 'mi', 'mama']"
0,VIOG! SNOWDONIA NATIONAL PARK ,3,"['viog', '!', 'snowdonia', 'nation', 'park']"
1,Tale of Taminadu TRUE NATURE OF TAMIL PEOPLES ,3,"['tale', 'of', 'taminadu', 'true', 'natur', 'of', 'tamil', 'peopl']"
0,Portland ,2,['portland']
5,CUMPLEANOS. VIAJE ,3,"['cumpleano', '.', 'viaj']"
2,-BUA COM6K ,2,"['-bua', 'com6k']"
3,SORPRESA A MI MAMA ,3,"['sorpresa', 'a', 'mi', 'mama']"
0,  ,0,[]
2,  ,0,[]
5,  ,0,[]
2,Love Shopping Life in Europe ,3,"['love', 'shop', 'life', 'in', 'europ']"
4,AYUDA!! NUEVAS ,3,"['ayuda', '!', '!', 'nueva']"
0,06.01.20 Nog ,2,"['06.01.20', 'nog']"
3,ATHENS 2004 is ,2,"['athen', '2004', 'is']"
4,WSPOLNE MAJTKI ? ,3,"['wspoln', 'majtki', '?']"
1,KUSINA UPDATE GROCERY HAUL ,3,"['kusina', 'updat', 'groceri', 'haul']"
1,VLOG UM DIA COMUM ,2,"['vlog', 'um', 'dia', 'comum']"
1,TRYING. NEW PR SENT MAKEUP GROCERY HAUL ,3,"['tri', '.', 'new', 'pr', 'sent', 'makeup', 'groceri', 'haul']"
0,  ,0,[]
2,  ,0,[]
1,AFFORDABLEI PLUS SIZE UNDERWEARL ,3,"['affordablei', 'plu', 'size', 'underwearl']"
0,MY DAILY VLOG IN CENTRAL PARK MALL ,3,"['my', 'daili', 'vlog', 'in', 'central', 'park', 'mall']"
3,:NO LO HAGAS! ,2,"[':', 'no', 'lo', 'haga', '!']"
3,noticias! Potato ,2,"['noticia', '!', 'potato']"
0,Nocos Province Philippines ,2,"['noco', 'provinc', 'philippin']"
1,COOKING + EAT WITH ME! TACOS! sarap! ,3,"['cook', '+', 'eat', 'with', 'me', '!', 'taco', '!', 'sarap', '!']"
0,My Daily Vlog In WORD Jakarta SAMAN DANCE PERFORMANCE ,3,"['my', 'daili', 'vlog', 'in', 'word', 'jakarta', 'saman', 'danc', 'perform']"
0,  ,0,[]
4,  ,0,[]
2,a week with emotions ,3,"['a', 'week', 'with', 'emot']"
1,  ,0,[]
1,PACK WITH ME! ,3,"['pack', 'with', 'me', '!']"
0,? ? ,1,"['?', '?']"
5,IADIOS MAMI PAPA ,3,"['iadio', 'mami', 'papa']"
5,  ,0,[]
1,JEWELRY HAUL! paano makamura! P100! lang! 1 ,3,"['jewelri', 'haul', '!', 'paano', 'makamura', '!', 'p100', '!', 'lang', '!', '1']"
0,NEW YEAR 2020 VLOG IN JAKARTA CITY ,3,"['new', 'year', '2020', 'vlog', 'in', 'jakarta', 'citi']"
0,  ,0,[]
0,log ,2,['log']
0,  ,0,[]
0,  ,0,[]
4,  ,0,[]
0,  ,0,[]
0,8 ,1,['8']
5,  ,0,[]
0,DOC CAN PEAD ,2,"['doc', 'can', 'pead']"
4,MALA DECISION ,3,"['mala', 'decis']"
1,P-90 TAYTAY P100 P100 (P-50! HAUL! ,4,"['p-90', 'taytay', 'p100', 'p100', '(', 'p-50', '!', 'haul', '!']"
4,MIS LADIS ,3,"['mi', 'ladi']"
1,  ,0,[]
4,3 1112 ,4,"['3', '1112']"
0,  ,0,[]
5,ME LANZO AL ACIO ,3,"['me', 'lanzo', 'al', 'acio']"
0,  ,0,[]
0,GURDITAR EE ,3,"['gurditar', 'ee']"
0,  ,0,[]
4,R.I.P. ADIOS ,3,"['r.i.p', '.', 'adio']"
0,  ,0,[]
2,  ,0,[]
0,VLOG DELHI KA J AMBEDKAR Jeep FOOTBALL STADIUM ,3,"['vlog', 'delhi', 'ka', 'j', 'ambedkar', 'jeep', 'footbal', 'stadium']"
0,ce3oha ,2,['ce3oha']
0,  ,0,[]
1,SUMBER ADVENTURE CENTRE TERLENGKAP DI PURWOREJO ,2,"['sumber', 'adventur', 'centr', 'terlengkap', 'di', 'purworejo']"
0,  ,0,[]
2,KEINE VLOGS MEHR ,3,"['kein', 'vlog', 'mehr']"
0,ACHIEVEMENTS ,2,['achiev']
1,ETTIME ,2,['ettim']
0,  ,0,[]
0,NAGBASAG NG PLATO! Naglabas ng sama ng loob?! ,3,"['nagbasag', 'ng', 'plato', '!', 'naglaba', 'ng', 'sama', 'ng', 'loob', '?', '!']"
0,HEBOH!!! HERATONY AGUNG SEJAGAT ,3,"['heboh', '!', '!', '!', 'heratoni', 'agung', 'sejagat']"
2,UNNI ,2,['unni']
0,Ashta Resort Abhayapuri Assam ,3,"['ashta', 'resort', 'abhayapuri', 'assam']"
0,  ,0,[]
0,GIVE THANKS AND SHARE YOUR BLESSINGS CHRIST ,2,"['give', 'thank', 'and', 'share', 'your', 'bless', 'christ']"
3,Tay Nay Chac Luon Ca Nha chac Thong Dong chua Liva Em Mit Chet Curoi ,3,"['tay', 'nay', 'chac', 'luon', 'ca', 'nha', 'chac', 'thong', 'dong', 'chua', 'liva', 'em', 'mit', 'chet', 'curoi']"
2,  ,0,[]
5,TOM LIVE HERDES ,2,"['tom', 'live', 'herd']"
2,VLOG UM DIA SOZINHA ,2,"['vlog', 'um', 'dia', 'sozinha']"
1,  ,0,[]
4,school is COOL! yay! I I ,2,"['school', 'is', 'cool', '!', 'yay', '!', 'i', 'i']"
3,a productive day in my life: balancing college & YouTube ,3,"['a', 'product', 'day', 'in', 'my', 'life', ':', 'balanc', 'colleg', '&', 'youtub']"
4,DAY IN THE LIFE ,4,"['day', 'in', 'the', 'life']"
4,A Day in My Life Save MILK 1000 ,2,"['a', 'day', 'in', 'my', 'life', 'save', 'milk', '1000']"
3,school! week of first struggling junior year starting a of college! new chapter and MAY classes new major transfer student commuting first week at a new school ,4,"['school', '!', 'week', 'of', 'first', 'struggl', 'junior', 'year', 'start', 'a', 'of', 'colleg', '!', 'new', 'chapter', 'and', 'may', 'class', 'new', 'major', 'transfer', 'student', 'commut', 'first', 'week', 'at', 'a', 'new', 'school']"
3,long first day TIXE classes of college anxiety stress socializing?! food a LOT of coffee ,4,"['long', 'first', 'day', 'tix', 'class', 'of', 'colleg', 'anxieti', 'stress', 'social', '?', '!', 'food', 'a', 'lot', 'of', 'coffe']"
4,living alone in London ,2,"['live', 'alon', 'in', 'london']"
4,PARENTS KIDS ,4,"['parent', 'kid']"
4,Dating With Rose ,3,"['date', 'with', 'rose']"
4,HARVARID MOORS SOPHOMORE WELCOME YEAR ,3,"['harvarid', 'moor', 'sophomor', 'welcom', 'year']"
5,  ,0,[]
3,me for korea! 0of ,3,"['me', 'for', 'korea', '!', '0of']"
4,Viog in EUROPE ,3,"['viog', 'in', 'europ']"
4,korea vlog! pt. 1 ,4,"['korea', 'vlog', '!', 'pt', '.', '1']"
4,PARIS FASHION WEEK VLOG WHAT I EAT ,3,"['pari', 'fashion', 'week', 'vlog', 'what', 'i', 'eat']"
3,KAZAKHSTAN'S FUTURISTIC CAPITAL ,2,"['kazakhstan', ""'s"", 'futurist', 'capit']"
3,MY FIRST NYG APARTMENT ,3,"['my', 'first', 'nyg', 'apart']"
4,HEAD HUNTER TATTOO ARTIST ,3,"['head', 'hunter', 'tattoo', 'artist']"
3,L.A. VLOG ,3,"['l.a.', 'vlog']"
3,GAME DAY!!! G VS A ,2,"['game', 'day', '!', '!', '!', 'g', 'vs', 'a']"
5,the (feat. 01) I ,3,"['the', '(', 'feat', '.', '01', ')', 'i']"
3,VS 6 ,2,"['vs', '6']"
3,SHOOT LIKE A PRO Mobile Vlogging #6 ,3,"['shoot', 'like', 'a', 'pro', 'mobil', 'vlog', '#', '6']"
3,  ,0,[]
4,TROPICAL MIX ,2,"['tropic', 'mix']"
3,"""ECO- SUIS MOI A NATOWN LOS ANGELES. ",3,"['``', 'eco-', 'sui', 'moi', 'a', 'natown', 'lo', 'angel', '.']"
4,Barbie ,3,['barbi']
4,moving into my NYC apartment ,2,"['move', 'into', 'my', 'nyc', 'apart']"
3,CHANEL CHANEL CHANEL LET'S ANEL SHOP IN PARIS! ,3,"['chanel', 'chanel', 'chanel', 'let', ""'s"", 'anel', 'shop', 'in', 'pari', '!']"
4,LIVING IN 24 CIRCLE HOURS WINS 10.000 RS ,3,"['live', 'in', '24', 'circl', 'hour', 'win', '10.000', 'rs']"
4,by Bea BIRTHDAY VLOG 2019 ,3,"['by', 'bea', 'birthday', 'vlog', '2019']"
3,NEW YORK VLOG ,2,"['new', 'york', 'vlog']"
4,BECOMING PARENTS FOR 24 HOURS ,3,"['becom', 'parent', 'for', '24', 'hour']"
2,Rio de Janeiro Super Vlog ,3,"['rio', 'de', 'janeiro', 'super', 'vlog']"
3,BRUNEI ,2,['brunei']
4,24 HOURS IN BATHROOM CHALLENGE ,3,"['24', 'hour', 'in', 'bathroom', 'challeng']"
3,VLOG NO COPYRIGHT ,3,"['vlog', 'no', 'copyright']"
4,"$280 000,000 STONE OF THE WORLD'S MOST EXPENSIVE LISTINGS TO ",4,"['$', '280', '000,000', 'stone', 'of', 'the', 'world', ""'s"", 'most', 'expens', 'list', 'to']"
2,AVATAR LAND ,3,"['avatar', 'land']"
4,NEW YORK I VEGAS VLOG ,3,"['new', 'york', 'i', 'vega', 'vlog']"
4,VLOG ,2,['vlog']
4,iPHONE11 PRANK ,3,"['iphone11', 'prank']"
4,XII ,2,['xii']
4,YES YES YES ,4,"['ye', 'ye', 'ye']"
2,first day @ Sapienza ,2,"['first', 'day', '@', 'sapienza']"
4,LEST ,2,['lest']
4,cafe vlog ,2,"['cafe', 'vlog']"
3,  ,0,[]
4,TRY NOT TO SLEEP ,3,"['tri', 'not', 'to', 'sleep']"
3,BELGIUM WITH KIDS ,2,"['belgium', 'with', 'kid']"
4,WHAAATZ GUESS GUESS WHAAAT. CUESS BUESS WHAAAT? ,3,"['whaaatz', 'guess', 'guess', 'whaaat', '.', 'cuess', 'buess', 'whaaat', '?']"
4,DIWALI Vlog ,2,"['diwali', 'vlog']"
4,R Sugar Apples ,2,"['r', 'sugar', 'appl']"
3,BOARDING THE DISNEY DREAM OUR FIRST DISNEY CRUISE SEPTEMBER 6. 2019 ,2,"['board', 'the', 'disney', 'dream', 'our', 'first', 'disney', 'cruis', 'septemb', '6', '.', '2019']"
4,DARKING NO HIGH HEELS CHALLENGE ,2,"['dark', 'no', 'high', 'heel', 'challeng']"
4,DOLLAR TREE SHOPPING SPREE! ,3,"['dollar', 'tree', 'shop', 'spree', '!']"
4,  ,0,[]
4,COPYCAT CHAILLENGE COPY LIFE ,3,"['copycat', 'chailleng', 'copi', 'life']"
5,QATAR AIRWAK ,2,"['qatar', 'airwak']"
4,  ,0,[]
4,Camping! Dehradun Vlog ,2,"['camp', '!', 'dehradun', 'vlog']"
4,Angela se sube al'Rino PEPEAGUILAR ,4,"['angela', 'se', 'sube', ""al'rino"", 'pepeaguilar']"
4,cafe vlog ,2,"['cafe', 'vlog']"
3,  ,0,[]
3,monday in my life busy a ~riveting~ college vlog ,3,"['monday', 'in', 'my', 'life', 'busi', 'a', '~riveting~', 'colleg', 'vlog']"
4,SCARY STORY TELLING CHALLENGE ,3,"['scari', 'stori', 'tell', 'challeng']"
5,  ,0,[]
4,NAILS CHALLENGE ,3,"['nail', 'challeng']"
4,Delicious Sambar By Sumakka 5 Million + Views ,3,"['delici', 'sambar', 'by', 'sumakka', '5', 'million', '+', 'view']"
2,Honeymoon in MALDIVES ,2,"['honeymoon', 'in', 'maldiv']"
3,19 hours in ,2,"['19', 'hour', 'in']"
4,TWIN Ice TELEPATHY Cream Ice cream ,4,"['twin', 'ice', 'telepathi', 'cream', 'ice', 'cream']"
4,FITNESS VLOG ,3,"['fit', 'vlog']"
4,building at SEWING ROOM ,3,"['build', 'at', 'sew', 'room']"
4,FIRST VLOG! Follow me around! ,3,"['first', 'vlog', '!', 'follow', 'me', 'around', '!']"
2,A DIFFERENT IND I A 1 ,4,"['a', 'differ', 'ind', 'i', 'a', '1']"
2,Nikon NIKON Z 5 0 ,2,"['nikon', 'nikon', 'z', '5', '0']"
3,YOU POSTED THAT? ,2,"['you', 'post', 'that', '?']"
4,B E ,2,"['b', 'e']"
4,  ,0,[]
4,Los Aduilar en Chile PEPE AGUILAR EL Vlog 193 ,4,"['lo', 'aduilar', 'en', 'chile', 'pepe', 'aguilar', 'el', 'vlog', '193']"
2,  ,0,[]
5,LOVE STORY STAR FUNNERS VISION ,3,"['love', 'stori', 'star', 'funner', 'vision']"
4,SHEEP CHORES and more... ,3,"['sheep', 'chore', 'and', 'more', '...']"
5,Ana's Morning Rouline & Room Tow's ,2,"['ana', ""'s"", 'morn', 'roulin', '&', 'room', 'tow', ""'s""]"
5,Vision HALLOWEEN SHOPPING CHALLENGE Spirit ,2,"['vision', 'halloween', 'shop', 'challeng', 'spirit']"
4,  ,0,[]
4,BHANDARA VLOG ,2,"['bhandara', 'vlog']"
5,I HAVE no FRIENDS ,3,"['i', 'have', 'no', 'friend']"
3,  ,0,[]
4,Guess THE WORD I'LL BUY IT W?TCH ,3,"['guess', 'the', 'word', 'i', ""'ll"", 'buy', 'it', 'w', '?', 'tch']"
4,  ,0,[]
4,  ,0,[]
5,CHASES 8th 6-DaY SURPRISE for ,2,"['chase', '8th', '6-day', 'surpris', 'for']"
3,MONZA GP ,3,"['monza', 'gp']"
4,  ,0,[]
4,  ,0,[]
4,# LA ,3,"['#', 'la']"
4,  ,0,[]
3,"between a , real ",2,"['between', 'a', ',', 'real']"
4,WITH GIRL'S DAY ,2,"['with', 'girl', ""'s"", 'day']"
5,100 trieu? ETT Mus 6 TAP 03 FULL Ba lam YouTube thieu gi tien ,3,"['100', 'trieu', '?', 'ett', 'mu', '6', 'tap', '03', 'full', 'ba', 'lam', 'youtub', 'thieu', 'gi', 'tien']"
3,SON CHELIN GUIDE BALI VLOG with EP.1 ,2,"['son', 'chelin', 'guid', 'bali', 'vlog', 'with', 'ep.1']"
3,ENERGY LANDIA BOOZINNY PARK ROZAYWKI we ZATORZE ,3,"['energi', 'landia', 'boozinni', 'park', 'rozaywki', 'we', 'zatorz']"
